 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.043323e+04 1.279846e+04 1.019541e+04 1.320209e+04 1.220097e+04 1.162111e+04 4.119950e+03 3.233084e+03 -2.106093e+03 -7.814943e+03
 1.520277e+04 2.075886e+04 1.844998e+04 2.392044e+04 2.155374e+04 1.589146e+04 1.107875e+04 2.840037e+03 8.002809e+02 -1.501272e+04
 2.356115e+04 2.643542e+04 2.103307e+04 3.492714e+04 3.057949e+04 2.492788e+04 1.923278e+04 4.859147e+03 4.456131e+03 -2.089419e+04
 2.168949e+04 2.971637e+04 2.320418e+04 3.490546e+04 3.443325e+04 2.872645e+04 2.520310e+04 1.161419e+04 1.913310e+02 -2.692448e+04
 2.151254e+04 2.685252e+04 2.377201e+04 3.568244e+04 4.298339e+04 2.197768e+04 2.930012e+04 7.659072e+03 3.256173e+03 -3.070608e+04
 1.871528e+04 3.176834e+04 2.829079e+04 3.835733e+04 4.318186e+04 2.688029e+04 3.631447e+04 1.711164e+04 3.979310e+03 -3.433010e+04
 2.029436e+04 3.475201e+04 3.355683e+04 3.763250e+04 5.203469e+04 1.879540e+04 5.033206e+04 4.644086e+03 7.343660e+03 -4.398951e+04
 2.353235e+04 3.570565e+04 3.723378e+04 4.711734e+04 5.931001e+04 2.954828e+04 5.747373e+04 -3.858546e+03 3.364567e+03 -4.744287e+04
 2.823460e+04 4.204926e+04 4.659345e+04 4.294206e+04 7.113983e+04 4.668163e+04 4.486334e+04 -1.541200e+04 -5.057748e+03 -5.570797e+04
 2.957570e+04 4.062897e+04 4.613278e+04 4.479905e+04 7.181325e+04 4.772001e+04 4.652947e+04 -8.091113e+03 -1.183556e+02 -4.265678e+04
 3.060916e+04 4.245507e+04 4.382207e+04 3.930288e+04 7.142198e+04 5.108851e+04 4.047559e+04 -1.534538e+04 1.703419e+04 -5.034495e+04
 2.732622e+04 3.901020e+04 4.222711e+04 3.887521e+04 7.928019e+04 5.149576e+04 5.332873e+04 -1.733931e+04 1.776219e+04 -6.064536e+04
 2.830793e+04 4.551502e+04 4.433105e+04 3.245262e+04 7.931801e+04 4.559558e+04 3.224369e+04 -1.659051e+04 2.709308e+04 -8.000372e+04
 3.175980e+04 4.021896e+04 4.117601e+04 2.819101e+04 7.776643e+04 5.178462e+04 3.604574e+04 -3.627038e+04 7.114501e+03 -7.783592e+04
 3.968409e+04 3.674859e+04 3.910249e+04 3.479560e+04 7.517167e+04 6.768531e+04 4.482934e+04 -3.906158e+04 1.039415e+04 -8.907273e+04
 4.627530e+04 3.777179e+04 3.980350e+04 3.767883e+04 7.238782e+04 6.233895e+04 3.116820e+04 -4.733368e+04 -1.744497e+03 -8.063718e+04
 4.633198e+04 3.626570e+04 4.208203e+04 3.260427e+04 5.978755e+04 5.773608e+04 3.918466e+04 -2.132460e+04 -3.161825e+03 -8.806129e+04
 4.410536e+04 3.616337e+04 4.327715e+04 2.816301e+04 6.147566e+04 5.666974e+04 4.933972e+04 -8.640363e+03 1.225825e+04 -9.442837e+04
 4.531312e+04 4.097419e+04 4.768728e+04 3.260078e+04 6.134085e+04 4.550132e+04 6.273366e+04 -1.873803e+04 2.334048e+04 -9.274381e+04
 4.892059e+04 4.347973e+04 3.951974e+04 2.537565e+04 6.633218e+04 6.398852e+04 5.525227e+04 -3.070700e+04 1.353881e+04 -9.373586e+04
 5.164693e+04 4.966819e+04 3.937679e+04 1.193466e+04 6.892277e+04 6.776882e+04 5.503672e+04 -1.823084e+04 1.146292e+04 -7.387336e+04
 5.550451e+04 4.166499e+04 3.771808e+04 2.128306e+04 6.564102e+04 8.686725e+04 7.081149e+04 -1.413529e+04 -1.534550e+04 -8.260436e+04
